reference,name,latitude,longitude,grid,locationDesc,attempts,activations,qsos,my_activations,my_hunted_qsos
US-3385,Mt. St. Helens National Monument,46.2769,-122.217,CN86vg,US-WA,59,51,1213,0,0
US-3386,Bears Ears BLM National Monument,37.6297,-109.868,DM57bp,US-UT,37,34,1248,0,0
US-3387,Thompson Chain of Lakes State Park,48.0291,-115.051,DN28la,US-MT,19,18,1062,0,0
US-3389,Spooner Lake and Backcountry State Park,39.1071,-119.913,DM09bc,US-NV,72,67,2117,0,0
US-3390,River Island State Park,34.2556,-114.137,DM24wg,US-AZ,57,53,1932,0,0
US-3391,Na Pali Coast State Park,22.1641,-159.639,BL02ed,US-HI,3,3,106,0,0
US-3392,Kachemak Bay Wilderness State Park,59.2972,-151.022,BO49lh,US-AK,1,1,11,0,0
US-3393,Admiral William Standley State Recreation Area,39.6469,-123.617,CM89ep,US-CA,3,3,44,0,0
US-3394,Albany State Marine Reserve,37.8896,-122.316,CM87uv,US-CA,69,61,1444,0,0
US-3395,Anderson Marsh State Historical Park,38.9226,-122.623,CM88qw,US-CA,24,19,489,0,0
US-3396,Antelope Valley Poppy Reserve State Conservation Area,34.7252,-118.39,DM04tr,US-CA,41,41,1657,0,0
US-3397,Antelope Valley Indian Museum State Historical Park,34.6492,-117.85,DM14bp,US-CA,19,19,412,0,0
US-3398,Armstrong Redwoods Reserve State Conservation Area,38.5322,-123.003,CM88lm,US-CA,18,18,407,0,0
US-3399,Asilomar State State Beach,36.6238,-121.94,CM96ao,US-CA,45,32,1068,0,0
US-3400,Auburn State Recreation Area,38.9672,-120.975,CM98mx,US-CA,393,359,11628,0,0
US-3402,Azalea Reserve State Conservation Area,40.9183,-124.08,CN70xw,US-CA,15,11,428,0,0
US-3403,Bale Grist Mill State Historical Park,38.5413,-122.509,CM88rm,US-CA,21,18,523,0,0
US-3404,Bean Hollow State Beach,37.2258,-122.409,CM87tf,US-CA,34,31,811,0,0
US-3405,Benbow Lake State Recreation Area,40.0619,-123.793,CN80cb,US-CA,12,10,203,0,0
US-3406,Benicia Capitol State Historical Park,38.05,-122.159,CM88wb,US-CA,20,15,406,0,0
US-3407,Benicia State Recreation Area,38.0781,-122.193,CM88vb,US-CA,332,305,10249,0,0
US-3408,Bethany Reservoir State Recreation Area,37.7824,-121.616,CM97es,US-CA,143,120,3890,0,0
US-3409,Bidwell Mansion State Historical Park,39.7324,-121.843,CM99br,US-CA,92,84,1841,0,0
US-3410,Bodie State Historical Park,38.2122,-119.012,DM08lf,US-CA,18,16,431,0,0
US-3411,Bolsa Chica State Beach,33.6956,-118.049,DM03xq,US-CA,598,560,23707,0,2
US-3412,California Citrus State Historical Park,33.8993,-117.427,DM13gv,US-CA,175,159,4454,0,0
US-3413,California State Capitol Museum Park,38.5764,-121.493,CM98gn,US-CA,21,15,468,0,0
US-3415,California State Railroad Museum State Park,38.5847,-121.504,CM98fo,US-CA,29,26,772,0,0
US-3416,Castaic Lake State Recreation Area,34.5276,-118.617,DM04qm,US-CA,191,174,9045,0,0
US-3417,Castro Adobe Historic Site,36.947,-121.813,CM96cw,US-CA,10,9,184,0,0
US-3418,Cayucos State Beach,35.4475,-120.904,CM95nk,US-CA,48,43,1676,0,0
US-3419,Chumash Painted Cave State Historical Park,34.5039,-119.788,DM04cm,US-CA,10,9,364,0,1
US-3420,Clay Pit State Vehicle Recreational Area,39.4837,-121.612,CM99el,US-CA,23,20,672,0,0
US-3421,Colonel Allensworth State Historical Park,35.8636,-119.389,DM05hu,US-CA,187,175,6898,0,2
US-3422,Columbia State Historical Park,38.0358,-120.401,CM98ta,US-CA,34,29,2004,0,0
US-3423,Colusa-Sacramento River State Recreation Area,39.2188,-122.015,CM89xf,US-CA,47,43,1113,0,0
US-3424,Ice Age Floods National Geologic Trail,47.5866,-119.686,DN07do,"US-ID,US-MT,US-OR,US-WA",4468,4222,139456,0,4
US-3425,Dockweiler State Beach,33.9306,-118.436,DM03sw,US-CA,222,196,6281,0,1
US-3426,Doheny State Beach,33.4608,-117.678,DM13dl,US-CA,202,185,4635,0,0
US-3427,McLaughlin Eastshore State Park,37.8661,-122.306,CM87uu,US-CA,93,85,2186,0,0
US-3428,El Presidio de Santa Barbara State Historical Park,34.4226,-119.698,DM04dk,US-CA,15,14,301,0,0
US-3429,Emeryville Crescent State Marine Reserve,37.8371,-122.309,CM87uu,US-CA,57,47,986,0,0
US-3430,Emma Wood State Beach,34.2853,-119.326,DM04ig,US-CA,73,68,1629,0,0
US-3431,Empire Mine State Historical Park,39.2036,-121.043,CM99le,US-CA,41,34,683,0,0
US-3432,Folsom Lake State Recreation Area,38.7455,-121.116,CM98kr,US-CA,1097,1020,41266,0,4
US-3433,Folsom Powerhouse State Historical Park,38.6806,-121.176,CM98jq,US-CA,95,85,1969,0,1
US-3434,Fort Humboldt State Historical Park,40.7769,-124.189,CN70vs,US-CA,14,13,285,0,0
US-3435,Fort Ross State Historical Park,38.5142,-123.243,CM88jm,US-CA,32,27,683,0,0
US-3436,Fort Tejon State Historical Park,34.8746,-118.893,DM04nu,US-CA,62,50,1613,0,1
US-3437,Franks Tract State Recreation Area,38.0409,-121.611,CM98ea,US-CA,5,5,113,0,0
US-3438,Greenwood State Beach,39.1306,-123.719,CM89dd,US-CA,13,13,249,0,0
US-3439,Half Moon Bay State Beach,37.4739,-122.449,CM87sl,US-CA,123,106,3103,0,0
US-3440,Hatton Canyon State Park,36.5525,-121.906,CM96bn,US-CA,3,2,65,0,0
US-3441,Hearst San Simeon State Historic Site,35.6852,-121.167,CM95jq,US-CA,47,47,2033,0,0
US-3442,Heber Dunes State Vehicle Recreational Area,32.7233,-115.389,DM22hr,US-CA,34,32,870,0,0
US-3443,Hollister Hills State Vehicle Recreational Area,36.7713,-121.414,CM96hs,US-CA,29,26,660,0,0
US-3444,Hungry Valley State Vehicle Recreational Area,34.7575,-118.877,DM04ns,US-CA,43,39,1648,0,0
US-3445,Huntington State Beach,33.6375,-117.972,DM13ap,US-CA,279,267,9408,0,0
US-3446,Indian Grinding Rock State Historical Park,38.4242,-120.643,CM98qk,US-CA,46,43,1309,0,0
US-3447,Indio Hills Palms State Park,33.8372,-116.31,DM13uu,US-CA,37,33,1333,0,0
US-3448,Jack London State Historical Park,38.3506,-122.543,CM88ri,US-CA,82,74,3023,0,0
US-3449,John B. Dewitt Redwoods Reserve State Conservation Area,40.1333,-123.811,CN80cd,US-CA,3,3,43,0,0
US-3450,John Little Reserve State Conservation Area,36.1194,-121.631,CM96ec,US-CA,3,2,35,0,0
US-3451,Kenneth Hahn State Recreation Area,34.0086,-118.365,DM04ta,US-CA,210,190,5360,0,1
US-3452,Kings Beach State Recreation Park,39.2368,-120.025,CM99xf,US-CA,25,24,524,0,0
US-3453,Kruse Rhododendron Reserve State Conservation Area,38.5938,-123.329,CM88io,US-CA,8,7,99,0,0
US-3454,La Purisima Mission State Historical Park,34.6792,-120.424,CM94sq,US-CA,66,55,1360,0,0
US-3455,Lake Del Valle State Recreation Area,37.5887,-121.7,CM97do,US-CA,271,222,5979,0,0
US-3456,Lake Oroville State Recreation Area,39.5636,-121.456,CM99gn,US-CA,53,45,1096,0,0
US-3457,Lake Perris State Recreation Area,33.857,-117.175,DM13ju,US-CA,328,303,13591,0,1
US-3458,Lake Valley State Recreation Area,38.8712,-120.007,CM98xu,US-CA,12,12,237,0,0
US-3459,Leland Stanford Mansion State Historical Park,38.5762,-121.498,CM98gn,US-CA,7,5,81,0,0
US-3460,Leucadia State Beach,33.065,-117.305,DM13ib,US-CA,41,38,735,0,0
US-3461,Lighthouse Field State Beach,36.9519,-122.028,CM86xw,US-CA,33,30,983,0,0
US-3462,Los Angeles State Historical Park,34.0661,-118.234,DM04vb,US-CA,103,82,1823,0,0
US-3463,Los Encinos State Historical Park,34.1603,-118.499,DM04sd,US-CA,35,28,753,0,0
US-3464,Los Osos Oaks Reserve State Conservation Area,35.3064,-120.814,CM95oh,US-CA,47,42,840,0,0
US-3465,Mailliard Redwoods Reserve State Conservation Area,38.905,-123.335,CM88hv,US-CA,8,8,106,0,0
US-3466,Malakoff Diggins State Historical Park,39.371,-120.898,CM99ni,US-CA,10,9,187,0,0
US-3467,Mandalay State Beach,34.2,-119.249,DM04je,US-CA,26,22,533,0,0
US-3468,Malibu Lagoon State Beach,34.0333,-118.679,DM04pa,US-CA,33,31,568,0,0
US-3469,Manresa State Beach,36.9208,-121.856,CM96bw,US-CA,60,53,1634,0,0
US-3470,Marconi Conference Center State Historical Park,38.1445,-122.878,CM88nd,US-CA,25,20,361,0,0
US-3471,Marina State Beach,36.6839,-121.813,CM96cq,US-CA,48,47,1667,0,0
US-3472,Marshall Gold Discovery State Historical Park,38.8,-120.894,CM98nt,US-CA,115,106,5718,0,1
US-3473,Martial Cottle Park State Recreation Area,37.2636,-121.834,CM97bg,US-CA,893,849,59045,0,2
US-3474,Mono Lake Tufa Reserve State Conservation Area,37.9453,-119.036,DM07lw,US-CA,51,47,1224,0,0
US-3475,Montara Beach and McNee Ranch State Beach,37.5455,-122.514,CM87rn,US-CA,55,51,1175,0,0
US-3476,Monterey State Historical Park,36.6024,-121.894,CM96bo,US-CA,19,14,404,0,0
US-3477,Monterey State Beach,36.6001,-121.882,CM96bo,US-CA,40,38,1436,0,0
US-3478,Montgomery Woods Reserve State Conservation Area,39.2333,-123.383,CM89hf,US-CA,5,4,131,0,0
US-3479,Moonlight State Beach,33.0475,-117.298,DM13ib,US-CA,92,83,1629,0,0
US-3480,Morro Strand State Beach,35.3951,-120.866,CM95nj,US-CA,164,145,6834,0,0
US-3481,Moss Landing State Beach,36.8136,-121.791,CM96ct,US-CA,43,40,1322,0,0
US-3482,Natural Bridges State Beach,36.9525,-122.058,CM86xw,US-CA,46,40,1122,0,0
US-3483,Atlanta National Waterfowl Production Area,40.3864,-99.4927,EN00gj,US-NE,11,11,323,0,0
US-3484,Peterson National Waterfowl Production Area,40.481,-99.6592,EN00el,US-NE,8,8,267,0,0
US-3485,Jensen Lagoon National Waterfowl Production Area,40.3975,-98.7454,EN00pj,US-NE,8,8,216,0,0
US-3486,Moger National Waterfowl Production Area,40.4836,-97.99,EN10al,US-NE,12,12,363,0,0
US-3487,DeSoto (NE) National Wildlife Refuge,41.5213,-96.0302,EN11xm,US-NE,22,20,757,0,0
US-3488,Alberding Lagoon National Wildlife Management Area,40.491,-97.9925,EN10al,US-NE,12,11,313,0,0
US-3489,Massie National Waterfowl Production Area,40.4785,-98.0327,EN00xl,US-NE,14,13,441,0,0
US-3490,Smith Lagoon National Waterfowl Production Area,40.4376,-97.9761,EN10ak,US-NE,12,12,414,0,0
US-3491,Lake Wanahoo State Recreation Area,41.2464,-96.6192,EN11qf,US-NE,28,28,800,0,0
US-3492,Willa Cather Memorial Prairie State Historic Site,40.0039,-98.5229,EN00ra,US-NE,9,9,228,0,0
US-3493,Nine Mile Prairie National Historical Park,40.8717,-96.8056,EN10ou,US-NE,42,34,1109,0,0
US-3496,Davis Hill State Park,30.3173,-94.8171,EM20oh,US-TX,21,21,1551,0,0
US-3497,Devil's Sinkhole State Conservation Area,30.0575,-100.109,DM90wb,US-TX,16,16,513,0,0
US-3498,Devils River Natural State Conservation Area,29.9402,-100.97,DL99mw,US-TX,38,35,999,0,0
US-3499,Enchanted Rock Natural State Conservation Area,30.5061,-98.8201,EM00om,US-TX,65,62,1748,0,0
US-3500,Fanthorp Inn State Historic Site,30.4829,-95.9838,EM20al,US-TX,79,75,2513,0,0
US-3501,Fort Leaton State Historic Site,29.5428,-104.326,DL79un,US-TX,15,15,455,0,0
US-3502,Goliad State Historic Site,28.6566,-97.3856,EL18hp,US-TX,120,115,6165,0,1
US-3503,Government Canyon State Natural Area,29.5493,-98.7648,EL09on,US-TX,1078,832,31463,0,6
US-3504,Hill Country Natural State Conservation Area,29.6271,-99.1885,EL09jp,US-TX,115,110,5453,0,0
US-3505,Honey Creek Natural State Conservation Area,29.8542,-98.4947,EL09su,US-TX,113,105,2781,0,1
US-3506,Lipantitlan State Historic Site,27.9647,-97.8175,EL17cx,US-TX,34,34,1247,0,0
US-3507,Lost Maples Natural State Conservation Area,29.8235,-99.5773,EL09ft,US-TX,80,73,3148,0,0
US-3508,Monument Hill and Kreische Brewery State Historic Site,29.888,-96.8761,EL19nv,US-TX,94,91,2884,0,0
US-3509,Port Isabel Lighthouse State Historic Site,26.0778,-97.2075,EL16jb,US-TX,77,68,3520,0,0
US-3510,Powderhorn Ranch State Wildlife Area,28.4714,-96.4921,EL18sl,US-TX,19,19,612,0,0
US-3511,San Jacinto Battleground State Historic Site,29.7382,-95.0779,EL29lr,US-TX,380,364,18650,0,1
US-3512,Washington on the Brazos State Historic Site,30.3236,-96.1549,EM10wh,US-TX,258,252,9626,0,3
US-3514,Fort Miamis Fallen Timbers Battlefield National Historic Site,41.5725,-83.6261,EN81en,US-OH,178,170,6361,0,0
US-3515,Lake Milton State Park,41.0943,-80.9717,EN91mc,US-OH,241,227,7187,0,0
US-3516,Wingfoot Lake State Park,41.0193,-81.3622,EN91ha,US-OH,436,411,15769,0,0
US-3517,North Bass Island State Park,41.7089,-82.8151,EN81or,US-OH,27,27,1654,0,0
US-3518,Middle Bass Island State Park,41.6803,-82.8115,EN81oq,US-OH,20,19,704,0,0
US-3519,MarbleHead Lighthouse State Park,41.5358,-82.7131,EN81pm,US-OH,110,106,2963,0,0
US-3520,Muskingum River State Park,39.6388,-81.8467,EM99bp,US-OH,70,67,1924,0,0
US-3521,Chapel View Prairie State Conservation Area,38.2231,-93.845,EM38bf,US-MO,17,17,486,0,0
US-3522,New Brighton State Beach,36.9806,-121.926,CM96ax,US-CA,100,90,2829,0,1
US-3523,Oceano Dunes State Recreation Area,35.1055,-120.631,CM95qc,US-CA,53,48,2203,0,0
US-3524,Ocotillo Wells State Vehicle Recreational Area,33.1546,-116.168,DM13vd,US-CA,49,46,1275,0,0
US-3525,Old Sacramento State Historical Park,38.5828,-121.503,CM98fn,US-CA,40,35,982,0,0
US-3526,Old Town San Diego State Historical Park,32.7547,-117.197,DM12js,US-CA,111,97,1760,0,0
US-3527,Olompali State Historical Park,38.1525,-122.57,CM88rd,US-CA,78,74,1825,0,0
US-3528,Pacifica State Beach,37.6011,-122.499,CM87so,US-CA,49,46,1119,0,0
US-3529,Pelican State Beach,41.9926,-124.209,CN71vx,US-CA,10,9,177,0,0
US-3530,Pescadero State Beach,37.2619,-122.413,CM87tg,US-CA,47,45,965,0,0
US-3531,Petaluma Adobe State Historical Park,38.2555,-122.585,CM88qg,US-CA,121,105,4980,0,0
US-3532,Picacho State Recreation Area,33.0251,-114.609,DM23qa,US-CA,26,26,1189,0,0
US-3533,Pigeon Point Light Station State Historical Park,37.1818,-122.394,CM87te,US-CA,46,41,1088,0,0
US-3534,Pio Pico State Historical Park,33.9936,-118.071,DM03xx,US-CA,96,61,1438,0,0
US-3535,Pismo State Beach,35.1103,-120.631,CM95qc,US-CA,92,81,4291,0,0
US-3536,Point Cabrillo Lighthouse State Historical Park,39.3486,-123.826,CM89ci,US-CA,25,21,457,0,0
US-3537,Point Dume State Beach,34,-118.806,DM04oa,US-CA,25,24,503,0,0
US-3538,Point Lobos Ranch State Park,36.514,-121.921,CM96am,US-CA,5,2,63,0,0
US-3539,Point Lobos Reserve State Conservation Area,36.517,-121.946,CM96am,US-CA,33,26,672,0,0
US-3541,Point Sal State Beach,34.901,-120.648,CM94qv,US-CA,2,2,29,0,0
US-3542,Point Sur State Historical Park,36.306,-121.901,CM96bh,US-CA,4,3,137,0,0
US-3543,Pomponio State Beach,37.291,-122.408,CM87tg,US-CA,39,38,1273,0,0
US-3544,Prairie City State Vehicle Recreational Area,38.5963,-121.151,CM98ko,US-CA,135,130,5151,0,0
US-3545,Railtown 1897 State Historical Park,37.95,-120.417,CM97sw,US-CA,14,14,258,0,0
US-3546,Refugio State Beach,34.462,-120.073,CM94xl,US-CA,55,47,1694,0,1
US-3547,Reynolds Wayside Campground Park,39.943,-123.779,CM89cw,US-CA,3,3,37,0,0
US-3548,Rio de Los Angeles State Park,34.098,-118.236,DM04vc,US-CA,165,135,3036,0,0
US-3549,Robert H. Meyer Memorial State Beach,34.0386,-118.875,DM04na,US-CA,44,38,1004,0,0
US-3550,Robert W. Crown Memorial State Beach,37.765,-122.274,CM87us,US-CA,137,122,3310,0,0
US-3551,Salinas River State Beach,36.783,-121.795,CM96cs,US-CA,47,44,1303,0,0
US-3552,Salton Sea State Recreation Area,33.474,-115.888,DM23bl,US-CA,75,68,2718,0,0
US-3553,San Buenaventura State Beach,34.267,-119.278,DM04ig,US-CA,203,158,4393,0,0
US-3554,San Clemente State Beach,33.403,-117.604,DM13ej,US-CA,194,181,5643,0,0
US-3555,San Elijo State Beach,33.0218,-117.284,DM13ia,US-CA,62,57,1349,0,0
US-3556,San Gregorio State Beach,37.323,-122.401,CM87th,US-CA,61,52,1491,0,0
US-3557,San Juan Bautista State Historical Park,36.8455,-121.534,CM96fu,US-CA,34,29,722,0,0
US-3558,San Luis Reservoir State Recreation Area,37.0679,-121.081,CM97lb,US-CA,98,90,7292,0,0
US-3559,San Onofre State Beach,33.379,-117.572,DM13fj,US-CA,226,220,6531,0,0
US-3561,San Timoteo Canyon State Park,33.9782,-117.112,DM13kx,US-CA,25,24,623,0,0
US-3562,Santa Cruz Mission State Historical Park,36.9776,-122.028,CM86xx,US-CA,15,13,320,0,0
US-3563,Santa Monica State Beach,34.015,-118.501,DM04ra,US-CA,122,109,4076,0,0
US-3564,Santa Susana Pass State Historical Park,34.2566,-118.62,DM04qg,US-CA,72,59,1450,0,0
US-3565,Schooner Gulch State Beach,38.868,-123.655,CM88eu,US-CA,8,8,149,0,0
US-3566,Seacliff State Beach,36.972,-121.913,CM96bx,US-CA,79,70,1999,0,0
US-3567,Shasta State Historical Park,40.5993,-122.492,CN80so,US-CA,34,33,745,0,0
US-3568,Silver Strand State Beach,32.6466,-117.147,DM12kp,US-CA,357,339,10711,0,0
US-3569,Silverwood Lake State Recreation Area,34.2874,-117.348,DM14hg,US-CA,102,96,3372,0,0
US-3570,Sonoma State Historical Park,38.296,-122.463,CM88sh,US-CA,123,103,4206,0,1
US-3571,Standish-Hickey State Recreation Area,39.8792,-123.733,CM89dv,US-CA,7,6,77,0,0
US-3572,State Indian Museum State Park,38.5728,-121.471,CM98gn,US-CA,19,16,271,0,0
US-3573,Wayne E. Kirch Wildlife Management Area,38.4172,-115.09,DM28kk,US-NV,6,6,242,0,0
US-3574,Sunset State Beach,36.886,-121.832,CM96cv,US-CA,84,71,2122,0,0
US-3575,Sutter's Fort State Historical Park,38.572,-121.471,CM98gn,US-CA,28,24,430,0,0
US-3576,Tahoe State Recreation Area,39.1753,-120.136,CM99we,US-CA,24,21,455,0,0
US-3577,Thornton State Beach,37.6984,-122.497,CM87sq,US-CA,56,48,873,0,0
US-3578,Tijuana Estuary Reserve State Conservation Area,32.555,-117.122,DM12kn,US-CA,33,33,796,0,0
US-3579,Tomo-Kahni State Historical Park,35.148,-118.335,DM05td,US-CA,3,3,95,0,0
US-3580,Torrey Pines State Beach,32.931,-117.26,DM12iw,US-CA,133,124,3152,0,0
US-3581,Torrey Pines Reserve State Conservation Area,32.921,-117.253,DM12iw,US-CA,250,233,5939,0,0
US-3582,Trinidad State Beach,41.0589,-124.15,CN71wb,US-CA,18,15,324,0,0
US-3583,Tule Elk Reserve State Conservation Area,35.322,-119.364,DM05hh,US-CA,142,137,4508,0,0
US-3584,Turlock Lake State Recreation Area,37.627,-120.582,CM97rp,US-CA,6,4,198,0,0
US-3585,Twin Lakes State Beach,36.9622,-121.999,CM96ax,US-CA,39,32,994,0,0
US-3586,Verdugo Mountains State Park,34.22,-118.28,DM04uf,US-CA,102,87,3442,0,0
US-3587,Ward Creek State Park,39.1314,-120.163,CM99wd,US-CA,12,12,248,0,0
US-3588,Wassama Round House State Historical Park,37.374,-119.721,DM07di,US-CA,16,16,819,0,0
US-3589,Watts Towers of Simon Rodia State Historical Park,33.9389,-118.242,DM03vw,US-CA,63,54,1607,0,0
US-3590,Weaverville Joss House State Historical Park,40.7311,-122.94,CN80mr,US-CA,9,8,200,0,0
US-3591,Westport-Union Landing State Beach,39.677,-123.791,CM89cq,US-CA,12,8,257,0,0
US-3592,Key Pittman Wildlife Management Area,37.5326,-115.225,DM27jm,US-NV,18,18,407,0,0
US-3593,Wildwood Canyon State Park,34.0197,-117,DM14ma,US-CA,212,201,9869,0,0
US-3594,Will Rogers State Beach,34.0356,-118.536,DM04ra,US-CA,114,108,2413,0,0
US-3595,Will Rogers State Historical Park,34.0546,-118.513,DM04rb,US-CA,67,60,1314,0,0
US-3596,William B. Ide Adobe State Historical Park,40.1965,-122.226,CN80ve,US-CA,50,48,917,0,0
US-3597,Woodland Opera House State Historical Park,38.678,-121.772,CM98cq,US-CA,27,22,515,0,0
US-3598,Woodson Bridge State Recreation Area,39.9152,-122.085,CM89wv,US-CA,32,29,748,0,0
US-3599,Zmudowski State Beach,36.8428,-121.805,CM96cu,US-CA,24,21,541,0,0
US-3600,Bladon Springs State Park,31.7355,-88.1997,EM51vr,US-AL,23,23,630,0,0
US-3601,Tannehill Ironworks State Historical Park,33.2498,-87.0707,EM63lf,US-AL,145,137,7956,0,1
US-3602,Birmingham Civil Rights National Monument,33.5156,-86.8137,EM63om,US-AL,85,82,2509,0,1
US-3603,Freedom Riders National Monument,33.6351,-85.9085,EM73bp,US-AL,63,61,1920,0,0
US-3604,Addison Blockhouse State Park,29.3314,-81.0939,EL99kh,US-FL,30,28,1272,0,0
US-3605,Allen David Broussard Catfish Creek Preserve State Park,27.9839,-81.4969,EL97gx,US-FL,209,208,9914,0,2
US-3606,Anclote Key Preserve State Park,28.166,-82.8455,EL88nd,US-FL,13,13,471,0,0
US-3607,Beker-Wingate Creek State Park,27.4594,-82.1483,EL87wl,US-FL,91,89,4188,0,0
US-3608,Blackwater Heritage State Trail,30.6354,-87.0398,EM60lp,US-FL,146,141,5028,0,2
US-3609,Bulow Plantation Ruins State Park,29.4351,-81.1425,EL99kk,US-FL,87,86,2047,0,0
US-3610,Cedar Key Museum State Park,29.1518,-83.0482,EL89ld,US-FL,39,38,942,0,0
US-3611,Cedar Key Scrub Reserve State Conservation Area,29.1941,-83.0153,EL89le,US-FL,53,52,1517,0,0
US-3612,Charlotte Harbor Preserve State Park,26.838,-82.1802,EL86vu,US-FL,237,231,16226,0,1
US-3613,Cockroach Bay Preserve State Park,27.687,-82.522,EL87rq,US-FL,74,74,2408,0,0
US-3614,Crystal River Preserve State Park,28.9086,-82.6364,EL88qv,US-FL,97,97,2610,0,0
US-3615,Dade Battlefield State Park,28.654,-82.125,EL88wp,US-FL,299,288,15139,0,0
US-3616,Dudley Farm State Park,29.6557,-82.5412,EL89rp,US-FL,34,32,1200,0,0
US-3617,Estero Bay Preserve State Park,26.4655,-81.8789,EL96bl,US-FL,528,513,27719,0,2
US-3618,Fakahatchee Strand Preserve State Park,26.0449,-81.3999,EL96hb,US-FL,274,270,10433,0,2
US-3619,Fernandina Plaza State Historic Site,30.6887,-81.4565,EM90gq,US-FL,115,114,2914,0,2
US-3620,Florida Keys Overseas Heritage Trail State Park,24.8399,-80.7809,EL94ou,US-FL,110,103,3879,0,0
US-3621,Fort Foster State Historic Site,28.1489,-82.2198,EL88vd,US-FL,205,198,12549,0,4
US-3622,Fort Mose State Park,29.9297,-81.3222,EL99iw,US-FL,127,125,3271,0,0
US-3623,Fort Zachary Taylor State Park,24.5467,-81.8104,EL94cn,US-FL,131,126,4418,0,1
US-3624,Gainesville-Hawthorne State Trail,29.5873,-82.0893,EL89wo,US-FL,47,45,1172,0,0
US-3625,Gamble Plantation State Park,27.5229,-82.5269,EL87rm,US-FL,207,201,7596,0,0
US-3626,Gamble Rogers Memorial State Recreation Area,29.4377,-81.111,EL99kk,US-FL,242,236,9559,0,1
US-3627,General James A. Van Fleet State Trail,28.4547,-81.9218,EL98ak,US-FL,953,940,40666,0,0
US-3628,George Crady Bridge Fishing Pier State Park,30.5201,-81.4494,EM90gm,US-FL,83,81,2331,0,0
US-3629,Haw Creek Preserve State Park,29.3897,-81.3876,EL99hj,US-FL,16,16,616,0,0
US-3630,Indian Key State Park,24.8781,-80.677,EL94pv,US-FL,11,11,813,0,0
US-3631,Indian River Lagoon State Park,27.9369,-80.4977,EL97sw,US-FL,179,170,6325,0,0
US-3632,Kissimmee Prairie Preserve State Park,27.5844,-81.0452,EL97lo,US-FL,131,130,6444,0,0
US-3633,Koreshan State Historic Site,26.4325,-81.8116,EL96ck,US-FL,788,769,42393,0,6
US-3634,Lower Wekiva River Preserve State Park,28.8981,-81.3801,EL98hv,US-FL,226,219,9448,0,0
US-3635,Madira Bickel Mound State Historic Site,27.566,-82.5929,EL87qn,US-FL,124,121,5812,0,0
US-3636,Madison Blue Spring State Park,30.4783,-83.2451,EM80jl,US-FL,33,33,1031,0,0
US-3637,Marjorie Harris Carr Cross State Park,29.1427,-82.0528,EL89xd,US-FL,393,385,13162,0,3
US-3638,Marjorie Kinnan Rawlings State Park,29.4825,-82.16,EL89wl,US-FL,50,49,1619,0,2
US-3639,Natural Bridge Battlefield State Park,30.2797,-84.1486,EM70wg,US-FL,34,34,861,0,0
US-3640,Nature Coast State Trail,29.5824,-82.924,EL89mn,US-FL,43,43,982,0,0
US-3641,Okeechobee Battlefield State Park,27.2124,-80.7893,EL97of,US-FL,97,93,2629,0,1
US-3642,Olustee Battlefield State Park,30.2189,-82.3804,EM80tf,US-FL,87,82,2778,0,1
US-3643,Orman House State Park,29.7312,-84.991,EL79mr,US-FL,39,38,973,0,0
US-3644,Palatka-St. Augustine State Trail,29.8045,-81.41,EL99ht,US-FL,56,56,1808,0,0
US-3645,Palatka-to-Lake Butler State Trail,29.7752,-82.0141,EL89xs,US-FL,53,50,1719,0,0
